Item Name,Design Name,Code,New Arrivals,Best Sellers,Promo Items,Rate,Status,Usage unit,Unit,Size,Sub Collection,Collection,Thickness
TSP 11134NC - LAMITAK HPL 4'x10' | IRISH DUNE,IRISH DUNE,TSP 11134NC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSP 11135NC - LAMITAK HPL 4'x10' | WINTRY DUNE,WINTRY DUNE,TSP 11135NC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSP 11136NC - LAMITAK HPL 4'x10' | PEWTER DUNE,PEWTER DUNE,TSP 11136NC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSP 11137NC - LAMITAK HPL 4'x10' | DOVE DUNE,DOVE DUNE,TSP 11137NC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSP 11138NC - LAMITAK HPL 4'x10' | CLAY DUNE,CLAY DUNE,TSP 11138NC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSP 11141NC - LAMITAK HPL 4'x10' | MISTY DUNE,MISTY DUNE,TSP 11141NC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSP 11149NC - LAMITAK HPL 4'x10' | IRON DUNE,IRON DUNE,TSP 11149NC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSP 11150NC - LAMITAK HPL 4'x10' | TAUPE DUNE,TAUPE DUNE,TSP 11150NC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSP 11162NC - LAMITAK HPL 4'x10' | CELLO DUNE,CELLO DUNE,TSP 11162NC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSP 11165NC - LAMITAK HPL 4'x10' | TRUFFLE DUNE,TRUFFLE DUNE,TSP 11165NC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSP 11166NC - LAMITAK HPL 4'x10' | PEBBLE DUNE,PEBBLE DUNE,TSP 11166NC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSP 11180NC - LAMITAK HPL 4'x10' | HAZE DUNE,HAZE DUNE,TSP 11180NC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSP 1132NC - LAMITAK HPL 4'x8' | NUDE DUNE,NUDE DUNE,TSP 1132NC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSP 1133NC - LAMITAK HPL 4'x8' | CHAMPAGNE DUNE,CHAMPAGNE DUNE,TSP 1133NC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSP 1134NC - LAMITAK HPL 4'x8' | IRISH DUNE,IRISH DUNE,TSP 1134NC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSP 1135NC - LAMITAK HPL 4'x8' | WINTRY DUNE,WINTRY DUNE,TSP 1135NC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSP 1136NC - LAMITAK HPL 4'x8' | PEWTER DUNE,PEWTER DUNE,TSP 1136NC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSP 1137NC - LAMITAK HPL 4'x8' | DOVE DUNE,DOVE DUNE,TSP 1137NC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSP 1138NC - LAMITAK HPL 4'x8' | CLAY DUNE,CLAY DUNE,TSP 1138NC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSP 1141NC - LAMITAK HPL 4'x8' | MISTY DUNE,MISTY DUNE,TSP 1141NC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSP 1149NC - LAMITAK HPL 4'x8' | IRON DUNE,IRON DUNE,TSP 1149NC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSP 1150NC - LAMITAK HPL 4'x8' | TAUPE DUNE,TAUPE DUNE,TSP 1150NC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSP 1162NC - LAMITAK HPL 4'x8' | CELLO DUNE,CELLO DUNE,TSP 1162NC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSP 1165NC - LAMITAK HPL 4'x8' | TRUFFLE DUNE,TRUFFLE DUNE,TSP 1165NC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSP 1166NC - LAMITAK HPL 4'x8' | PEBBLE DUNE,PEBBLE DUNE,TSP 1166NC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSP 1180NC - LAMITAK HPL 4'x8' | HAZE DUNE,HAZE DUNE,TSP 1180NC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSP 15101NC - LAMITAK HPL 4'x10' | DESIGNER WHITE DUNE,DESIGNER WHITE DUNE,TSP 15101NC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSP 15102NC - LAMITAK HPL 4'x10' | FROSTY DUNE,FROSTY DUNE,TSP 15102NC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSP 15107NC - LAMITAK HPL 4'x10' | NICKEL DUNE,NICKEL DUNE,TSP 15107NC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSP 15128NC - LAMITAK HPL 4' x 10' | NUTMEG DUNE,NUTMEG DUNE,TSP 15128NC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSP 15142NC - LAMITAK HPL 4'x10' | LINEN DUNE,LINEN DUNE,TSP 15142NC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSP 15143NC - LAMITAK HPL 4'x10' | LUNAR DUNE,LUNAR DUNE,TSP 15143NC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSP 5101NC - LAMITAK HPL 4'x8' | DESIGNER WHITE DUNE,DESIGNER WHITE DUNE,TSP 5101NC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSP 5102NC - LAMITAK HPL 4'x8' | FROSTY DUNE,FROSTY DUNE,TSP 5102NC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSP 5107NC - LAMITAK HPL 4'x8' | NICKEL DUNE,NICKEL DUNE,TSP 5107NC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSP 5128NC - LAMITAK HPL 4'x8' | NUTMEG DUNE,NUTMEG DUNE,TSP 5128NC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSP 5142NC - LAMITAK HPL 4'x8' | LINEN DUNE,LINEN DUNE,TSP 5142NC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSP 5143NC - LAMITAK HPL 4'x8' | LUNAR DUNE,LUNAR DUNE,TSP 5143NC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 1029AC - LAMITAK HPL 4'x8' | PLATINUM ACADIA,PLATINUM ACADIA,TSW 1029AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 11029AC - LAMITAK HPL 4'x10' | PLATINUM ACADIA,PLATINUM ACADIA,TSW 11029AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 1103AC - LAMITAK HPL 4'x8' | MOOD ACADIA,MOOD ACADIA,TSW 1103AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 1104AC - LAMITAK HPL 4'x8' | ARDENNE ACADIA,ARDENNE ACADIA,TSW 1104AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 1108AC - LAMITAK HPL 4'x8' | BLACK ACADIA,BLACK ACADIA,TSW 1108AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 1109AC - LAMITAK HPL 4'x8' | LOFTY ACADIA,LOFTY ACADIA,TSW 1109AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 11103AC - LAMITAK HPL 4'x10' | MOOD ACADIA,MOOD ACADIA,TSW 11103AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 11104AC - LAMITAK HPL 4'x10' | ARDENNE ACADIA,ARDENNE ACADIA,TSW 11104AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 11108AC - LAMITAK HPL 4'x10' | BLACK ACADIA,BLACK ACADIA,TSW 11108AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 11109AC - LAMITAK HPL 4'x10' | LOFTY ACADIA,LOFTY ACADIA,TSW 11109AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 11120AC - LAMITAK HPL 4'x10' | CHIFFON ACADIA,CHIFFON ACADIA,TSW 11120AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 11130AC - LAMITAK HPL 4'x10' | LAVENDER ACADIA,LAVENDER ACADIA,TSW 11130AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 11132AC - LAMITAK HPL 4'x10' | NUDE ACADIA,NUDE ACADIA,TSW 11132AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 11133AC - LAMITAK HPL 4'x10' | CHAMPAGNE ACADIA,CHAMPAGNE ACADIA,TSW 11133AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 11135AC - LAMITAK HPL 4'x10' | WINTRY ACADIA,WINTRY ACADIA,TSW 11135AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 11136AC - LAMITAK HPL 4'x10' | PEWTER ACADIA,PEWTER ACADIA,TSW 11136AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 11137AC - LAMITAK HPL 4'x10' | DOVE ACADIA,DOVE ACADIA,TSW 11137AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 11138AC - LAMITAK HPL 4'x10' | CLAY ACADIA,CLAY ACADIA,TSW 11138AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 11141AC - LAMITAK HPL 4'x10' | MISTY ACADIA,MISTY ACADIA,TSW 11141AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 11144AC - LAMITAK HPL 4'x10' | CHALK ACADIA,CHALK ACADIA,TSW 11144AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 11149AC - LAMITAK HPL 4'x10' | IRON ACADIA,IRON ACADIA,TSW 11149AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 11150AC - LAMITAK HPL 4'x10' | TAUPE ACADIA,TAUPE ACADIA,TSW 11150AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 11155AC - LAMITAK HPL 4'x10' | FROST ACADIA,FROST ACADIA,TSW 11155AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 11159AC - LAMITAK HPL 4'x10' | CELADON ACADIA,CELADON ACADIA,TSW 11159AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 11165AC - LAMITAK HPL 4'x10' | TRUFFLE ACADIA,TRUFFLE ACADIA,TSW 11165AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 11166AC - LAMITAK HPL 4'x10' | PEBBLE ACADIA,PEBBLE ACADIA,TSW 11166AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 11167AC - LAMITAK HPL 4'x10' | ELODIE ACADIA,ELODIE ACADIA,TSW 11167AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 11180AC - LAMITAK HPL 4'x10' | HAZE ACADIA,HAZE ACADIA,TSW 11180AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 1120AC - LAMITAK HPL 4'x8' | CHIFFON ACADIA,CHIFFON ACADIA,TSW 1120AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 1130AC - LAMITAK HPL 4'x8' | LAVENDER ACADIA,LAVENDER ACADIA,TSW 1130AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 1132AC - LAMITAK HPL 4'x8' | NUDE ACADIA,NUDE ACADIA,TSW 1132AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 1133AC - LAMITAK HPL 4'x8' | CHAMPAGNE ACADIA,CHAMPAGNE ACADIA,TSW 1133AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 1135AC - LAMITAK HPL 4'x8' | WINTRY ACADIA,WINTRY ACADIA,TSW 1135AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 1136AC - LAMITAK HPL 4'x8' | PEWTER ACADIA,PEWTER ACADIA,TSW 1136AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 1137AC - LAMITAK HPL 4'x8' | DOVE ACADIA,DOVE ACADIA,TSW 1137AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 1138AC - LAMITAK HPL 4'x8' | CLAY ACADIA,CLAY ACADIA,TSW 1138AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 1141AC - LAMITAK HPL 4'x8' | MISTY ACADIA,MISTY ACADIA,TSW 1141AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 1144AC - LAMITAK HPL 4'x8' | CHALK ACADIA,CHALK ACADIA,TSW 1144AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 1149AC - LAMITAK HPL 4'x8' | IRON ACADIA,IRON ACADIA,TSW 1149AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 1150AC - LAMITAK HPL 4'x8' | TAUPE ACADIA,TAUPE ACADIA,TSW 1150AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 1155AC - LAMITAK HPL 4'x8' | FROST ACADIA,FROST ACADIA,TSW 1155AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 1159AC - LAMITAK HPL 4'x8' | CELADON ACADIA,CELADON ACADIA,TSW 1159AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 1165AC - LAMITAK HPL 4'x8' | TRUFFLE ACADIA,TRUFFLE ACADIA,TSW 1165AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 1166AC - LAMITAK HPL 4'x8' | PEBBLE ACADIA,PEBBLE ACADIA,TSW 1166AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 1167AC - LAMITAK HPL 4'x8' | ELODIE ACADIA,ELODIE ACADIA,TSW 1167AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 1180AC - LAMITAK HPL 4'x8' | HAZE ACADIA,HAZE ACADIA,TSW 1180AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 15101AC - LAMITAK HPL 4'x10' | DESIGNER WHITE ACADIA,DESIGNER WHITE ACADIA,TSW 15101AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 15102AC - LAMITAK HPL 4'x10' | FROSTY ACADIA,FROSTY ACADIA,TSW 15102AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 15107AC - LAMITAK HPL 4'x10' | NICKEL ACADIA,NICKEL ACADIA,TSW 15107AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 15115AC - LAMITAK HPL 4'x10' | ETHAN ACADIA,ETHAN ACADIA,TSW 15115AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 15127AC - LAMITAK HPL 4'x10' | HICKORY ACADIA,HICKORY ACADIA,TSW 15127AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 15128AC - LAMITAK HPL 4'x10' | NUTMEG ACADIA,NUTMEG ACADIA,TSW 15128AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 15142AC - LAMITAK HPL 4'x10' | LINEN ACADIA,LINEN ACADIA,TSW 15142AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 15143AC - LAMITAK HPL 4'x10' | LUNAR ACADIA,LUNAR ACADIA,TSW 15143AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 15154AC - LAMITAK HPL 4'x10' | ROSY ACADIA,ROSY ACADIA,TSW 15154AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 15160AC - LAMITAK HPL 4'x10' | CIDER ACADIA,CIDER ACADIA,TSW 15160AC,TRUE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Solids+,Solids,0.7mm
TSW 5101AC - LAMITAK HPL 4'x8' | DESIGNER WHITE ACADIA,DESIGNER WHITE ACADIA,TSW 5101AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 5102AC - LAMITAK HPL 4'x8' | FROSTY ACADIA,FROSTY ACADIA,TSW 5102AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 5107AC - LAMITAK HPL 4'x8' | NICKEL ACADIA,NICKEL ACADIA,TSW 5107AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 5115AC - LAMITAK HPL 4'x8' | ETHAN ACADIA,ETHAN ACADIA,TSW 5115AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 5127AC - LAMITAK HPL 4'x8' | HICKORY ACADIA,HICKORY ACADIA,TSW 5127AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 5128AC - LAMITAK HPL 4'x8' | NUTMEG ACADIA,NUTMEG ACADIA,TSW 5128AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 5142AC - LAMITAK HPL 4'x8' | LINEN ACADIA,LINEN ACADIA,TSW 5142AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 5143AC - LAMITAK HPL 4' x 8' | LUNAR ACADIA,LUNAR ACADIA,TSW 5143AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 5148AC - LAMITAK HPL 4'x8' | LUNAR ACADIA,LUNAR ACADIA,TSW 5148AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 5154AC - LAMITAK HPL 4'x8' | ROSY ACADIA,ROSY ACADIA,TSW 5154AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
TSW 5160AC - LAMITAK HPL 4'x8' | CIDER ACADIA,CIDER ACADIA,TSW 5160AC,TRUE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Solids+,Solids,0.7mm
WG 15253D - LAMITAK HPL 4'x10' | ADELE HEMAVAN ASH,ADELE HEMAVAN ASH,WG 15253D,FALSE,FALSE,FALSE,850000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Woods,Woods,0.7mm
WG 15254D - LAMITAK HPL 4'x10' | GISELLE HEMAVAN ASH,GISELLE HEMAVAN ASH,WG 15254D,FALSE,FALSE,FALSE,850000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Woods,Woods,0.7mm
WG 15255D - LAMITAK HPL 4'x10' | EMILE HEMAVAN ASH,EMILE HEMAVAN ASH,WG 15255D,FALSE,FALSE,FALSE,850000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Woods,Woods,0.7mm
WG 15256D - LAMITAK HPL 4'x10' | NOELLA HEMAVAN ASH,NOELLA HEMAVAN ASH,WG 15256D,FALSE,FALSE,FALSE,850000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Woods,Woods,0.7mm
WG 5253D - LAMITAK HPL 4'x8' | ADELE HEMAVAN ASH,ADELE HEMAVAN ASH,WG 5253D,FALSE,FALSE,FALSE,680000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Woods,Woods,0.7mm
WG 5254D - LAMITAK HPL 4'x8' | GISELLE HEMAVAN ASH,GISELLE HEMAVAN ASH,WG 5254D,FALSE,FALSE,FALSE,680000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Woods,Woods,0.7mm
WG 5256D - LAMITAK HPL 4'x8' | NOELLA HEMAVAN ASH,NOELLA HEMAVAN ASH,WG 5256D,FALSE,TRUE,FALSE,680000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Woods,Woods,0.7mm
WHG 4224G - LAMITAK HPL 4'x8' | BELLA SEVILLE WALNUT GLOSS,BELLA SEVILLE WALNUT GLOSS,WHG 4224G,FALSE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Woods,Woods,1.0mm
WHG 4225G - LAMITAK HPL 4'x8' | BRUNO SEVILLE WALNUT GLOSS,BRUNO SEVILLE WALNUT GLOSS,WHG 4225G,FALSE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Woods,Woods,1.0mm
WHG 4231G - LAMITAK HPL 4'x8' | CREME AKEMI ASH GLOSS,CREME AKEMI ASH GLOSS,WHG 4231G,FALSE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Woods,Woods,1.0mm
WHG 4232G - LAMITAK HPL 4'x8' | PEARL AKEMI ASH GLOSS,PEARL AKEMI ASH GLOSS,WHG 4232G,FALSE,FALSE,FALSE,700000,Active,sht,Sheet,4'x8' / 1220 x 2440mm,Woods,Woods,1.0mm
WY 11259D - LAMITAK HPL 4'x10' | MIO NEVADA ELM,MIO NEVADA ELM,WY 11259D,FALSE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Woods,Woods,0.7mm
WY 11260D - LAMITAK HPL 4'x10' | CHICO NEVADA ELM,CHICO NEVADA ELM,WY 11260D,FALSE,FALSE,FALSE,870000,Active,sht,Sheet,4'x10' / 1220 x 3050mm,Woods,Woods,0.7mm
